id,tipo,sku-pai,sku,ativo,usado,ncm,gtin,nome,descricao-completa,url-video-youtube,estoque-gerenciado,estoque-quantidade,estoque-situacao-em-estoque,estoque-situacao-sem-estoque,preco-sob-consulta,preco-custo,preco-cheio,preco-promocional,marca,peso-em-kg,altura-em-cm,largura-em-cm,comprimento-em-cm,categoria-nome-nivel-1,categoria-nome-nivel-2,categoria-nome-nivel-3,categoria-nome-nivel-4,categoria-nome-nivel-5,imagem-1,imagem-2,imagem-3,imagem-4,imagem-5,grade-genero,grade-tamanho-de-anelalianca,grade-tamanho-de-calca,grade-tamanho-de-camisacamiseta,grade-tamanho-de-capacete,grade-tamanho-de-tenis,grade-voltagem,grade-tamanho-juvenil-infantil,grade-produto-com-uma-cor,grade-produto-com-duas-cores,grade-tamanho-infantil,"",url-antiga
,variacao,XP118532793,XP118532793-GG,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP118532793,XP118532793-XG,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP118531843,S,N,,,PSG - Training kit,PSG - Training kit Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Ligue 1,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e2883f361-4f5df84e3a3f9d7ab016511916228316-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/88c6f0021-0c6d1cecd657e03ec916511916230960-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e467a66b1-5c905f21f849a53bc016511916228664-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/37b5fe081-9f47f88e0e4e058b1316511916229987-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/563f5db41-3e155d2e77210844c316511916227030-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP118531843,XP118531843-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP118531843,XP118531843-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP118531843,XP118531843-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP118531843,XP118531843-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP118531843,XP118531843-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP118531843,XP118531843-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP118527070,S,N,,,Corinthians - Camisa de treino (2022/23),Corinthians - Camisa de treino (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/46f53a391-305111ce02e69e087916511883451408-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5735782c1-dc63622aa50a38760516511883453394-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/b247b6051-9adc827fdc491aaca416511883462620-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a625b5661-dafe395ac8c77fabd916511883460997-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/34f5eb211-beba0a5660d190106e16511883471307-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP118527070,XP118527070-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP118527070,XP118527070-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP118527070,XP118527070-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP118527070,XP118527070-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP118527070,XP118527070-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP118526798,S,N,,,Corinthians - Camisa de treino (2022/23),Corinthians - Camisa de treino (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/4ba04d7d1-434e26423de116b71916511881994164-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/de1b2b861-83dbd277b5f92ce9a516511881994724-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/cf3613071-36d67a7b23d98779d816511881994722-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/addcbc531-ccfac440e59397480616511881998061-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/013355bb1-abd0c3646ed150ad9916511881997670-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP118526798,XP118526798-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP118526798,XP118526798-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP118526798,XP118526798-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP118526798,XP118526798-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP118526798,XP118526798-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP118499530,S,N,,,Corinthians - Senna edition,Corinthians - Senna edition Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/bb87844a-11-daf62146952f2d43d516511749670833-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/4810c4bc1-e7e01128d9d5ce46b316511749669515-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/3664d9d61-76c05e6f797c95eef316511749669981-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/cbce15e41-aa186acabf44cb6a6a16511749671375-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5ae6042f1-5915073ebb5fbc24b316511749670303-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP118499530,XP118499530-P,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP118499530,XP118499530-M,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP118499530,XP118499530-G,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP118499530,XP118499530-GG,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP118499530,XP118499530-XG,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP117979771,S,N,,,Atlético Mineiro - Home 2013,Atlético Mineiro - Home 2013 Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/11-ea82966d5f9bc86c5716507370180693-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/21-ab9d466932bd25683b16507370179985-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/31-a1aa971613af08483316507370179008-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/41-f95a7400cdefceed4816507370180072-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/51-f8455c16931d8b9eff16507370181207-640-0.jpg,,,,,,,,,,,,,
,variacao,XP117979771,XP117979771-P,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117979771,XP117979771-M,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117979771,XP117979771-G,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117979771,XP117979771-GG,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP117979771,XP117979771-XG,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP117944847,S,N,,,Real Madrid - Teamgeist,Real Madrid - Teamgeist Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,La Liga,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/b5e11d4c1-31974103ac6f5f478216506853172449-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/3fcda89f1-d4f9569edc430d5cbd16506853167917-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/0e0e07bf1-9cb432656a57e6e4f016506853166057-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/67a795d61-65aec7d4b1712f1b6d16506853166116-640-0.jpg,,,,,,,,,,,,,,
,variacao,XP117944847,XP117944847-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117944847,XP117944847-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117944847,XP117944847-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117944847,XP117944847-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP117944847,XP117944847-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP117944847,XP117944847-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP117944790,S,N,,,Flamengo - Teamgeist,Flamengo - Teamgeist Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/7991f1a81-35b1e2cef37f50783516506852110561-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/40de3b6b1-be9ffe0a61861f0d5616506852114683-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/aead381d1-739b99e10d6e0e957b16506852104067-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/97de31b61-4e5fb1c1014ab604cc16506852110422-640-0.jpg,,,,,,,,,,,,,,
,variacao,XP117944790,XP117944790-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117944790,XP117944790-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117944790,XP117944790-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117944790,XP117944790-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP117944790,XP117944790-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP117563212,S,N,,,Atlético Mineiro - Third kit (2021/22),Atlético Mineiro - Third kit (2021/22) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/24ea7a56-7229-46a1-a855-2684911364bd-2a9d4512f35fb6e29a16503883779602-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/71e42ac0-c20c-4411-bc88-002fc9d702ac-6424ad3ff20b2e018816503883779529-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/c1dd47df-a964-42f6-9ba6-a56a4a71ab36-97cda7839d2ca5d41916503883779417-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/dbdcd07e-0f4e-4d4e-91f2-efd985e798b7-9d6578ef09245ab07616503883778346-640-0.jpeg,,,,,,,,,,,,,,
,variacao,XP117563212,XP117563212-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117563212,XP117563212-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117563212,XP117563212-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117563212,XP117563212-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP117563212,XP117563212-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP117562864,S,N,,,Atlético Mineiro - Away (2021/22),Atlético Mineiro - Away (2021/22) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/566ba166-ee83-47a4-aa15-02d965c69d70-8f818d89c399e3873316503882984585-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/3f57767e-f3a2-4bd6-ae9f-60c275b53566-0ab2d27fbd8a70477f16503882983308-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/dc6c68ad-b778-4433-91a5-d21f7ab9cd51-e5072d1990b62a5ed916503882984440-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/cbd5c8f7-7946-4cef-8d02-4ea98326fcce-bfc0d81403484dc2e516503882984415-640-0.jpeg,,,,,,,,,,,,,,
,variacao,XP117562864,XP117562864-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117562864,XP117562864-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117562864,XP117562864-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117562864,XP117562864-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP117562864,XP117562864-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP117562448,S,N,,,Atlético Mineiro - Home (2021/22),Atlético Mineiro - Home (2021/22) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/c66107a3-aa7f-4d9c-9625-471a50f4acb1-1b291419231e28060c16503881989667-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/205ef53c-9a54-4bda-b7ab-1c59c9788c04-08c14068959b23fc4b16503881988751-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e11c3d84-e5c2-4d32-9e53-2b91d9a8ec61-bbecdd6824410e34b016503881988942-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/47d8f490-6f10-4a73-b1d2-c2e7b73de8cf-0f8ef5d306ffc5e47916503881989794-640-0.jpeg,,,,,,,,,,,,,,
,variacao,XP117562448,XP117562448-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117562448,XP117562448-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117562448,XP117562448-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117562448,XP117562448-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP117562448,XP117562448-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP117484159,S,N,,,Cruzeiro Feminino - Home (2022/23),Cruzeiro Feminino - Home (2022/23),,,,,,N,,,,,,,,,Camisas Feminina,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/111-c5f98d33431d6472de16503116384999-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/211-9d86ede5595919a4fd16503116384624-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/311-da31a0d19ea1eed97716503116384981-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/411-aae0c198f6b3262d9b16503116385303-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/511-06bb295ce723594cf016503116385162-640-0.jpg,,,,,,,,,,,,,
,variacao,XP117484159,XP117484159-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117484159,XP117484159-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117484159,XP117484159-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117484159,XP117484159-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,com-variacao,,XP117193017,S,N,,,Argentina (Versão Jogador) - Concept,Argentina (Versão Jogador) - Concept,,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9e3c37d91-07b2475cac518bd36416499612274665-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/c031b4411-c55202aa733fb8337e16499612273350-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/c53e3bc41-87b3e82535ac4bbba416499612275893-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/54803c4b1-bdddc7612d700c9f3a16499612275958-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/6652691a1-85d1f68827b013bd3416499612275173-640-0.jpg,,,,,,,,,,,,,
,variacao,XP117193017,XP117193017-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117193017,XP117193017-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117193017,XP117193017-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117193017,XP117193017-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP117193017,XP117193017-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP117192607,S,N,,,Portugal (Versão Jogador) - Concept,Portugal (Versão Jogador) - Concept,,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a13a8a4f1-c4e0cbf35d5ab81d0316499610577818-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/c042cb261-2e3318a88ce8ad638916499610576759-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/96b93be11-30c39707105962bb0816499610579768-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/6cc294161-42a097c3da0d7e75c916499610580135-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/96ef281b1-4187ca7f1a8b04c1d216499610578929-640-0.jpg,,,,,,,,,,,,,
,variacao,XP117192607,XP117192607-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117192607,XP117192607-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117192607,XP117192607-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP117192607,XP117192607-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP117192607,XP117192607-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP117192121,S,N,,,Brasil (Versão Jogador) - Black Shirt,Brasil (Versão Jogador) - Black Shirt,,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/2ff902d41-ecb10e2279886cbdee16499608610642-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/bc62409b1-e61376e68370399c9516499608612446-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/8e649f5d1-204c43c061d8975ae416499608611071-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/2d9abab71-c469cee0fcd282927e16499608610957-640-0.jpg,,,,,,,,,,,,,,
,variacao,XP117192121,XP117192121-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP117192121,XP117192121-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP117192121,XP117192121-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
