id,tipo,sku-pai,sku,ativo,usado,ncm,gtin,nome,descricao-completa,url-video-youtube,estoque-gerenciado,estoque-quantidade,estoque-situacao-em-estoque,estoque-situacao-sem-estoque,preco-sob-consulta,preco-custo,preco-cheio,preco-promocional,marca,peso-em-kg,altura-em-cm,largura-em-cm,comprimento-em-cm,categoria-nome-nivel-1,categoria-nome-nivel-2,categoria-nome-nivel-3,categoria-nome-nivel-4,categoria-nome-nivel-5,imagem-1,imagem-2,imagem-3,imagem-4,imagem-5,grade-genero,grade-tamanho-de-anelalianca,grade-tamanho-de-calca,grade-tamanho-de-camisacamiseta,grade-tamanho-de-capacete,grade-tamanho-de-tenis,grade-voltagem,grade-tamanho-juvenil-infantil,grade-produto-com-uma-cor,grade-produto-com-duas-cores,grade-tamanho-infantil,"",url-antiga
,variacao,XP126655808,XP126655808-P,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126655808,XP126655808-M,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126655808,XP126655808-G,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126655808,XP126655808-GG,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126655808,XP126655808-XG,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126446615,S,N,,,West Ham - Away (2022/23),West Ham - Away (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Premier League,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/cad09c75-f12b-4eed-9530-179eaba227bc-7adc6f1dce8764e96f16577433038699-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/bade06ff-ed6e-46db-8550-84df889af5d8-521d4ce8ded7d03d8e16577433038154-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/6b531eb5-5c78-4ca1-a258-4f8e5744fa5b-384971671e057132ab16577433037102-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d67a4957-827a-4c56-b19f-eb3ee2afbcc5-2a90a4e2950ce86c4316577433037582-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/da8600c5-ba1b-4752-96d3-3bfe94bd1e1b-15265e07e74d8e38e616577433037616-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126446615,XP126446615-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126446615,XP126446615-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126446615,XP126446615-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126446615,XP126446615-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126446615,XP126446615-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126441784,S,N,,,Venezia - Home (2022/23),Venezia - Home (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Serie A,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/24fbcf03-49dc-4113-85d9-cf5bf0d9a2ae-3d44a4ef48374ad6fb16577416630054-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/90aceb32-6bf7-4fa1-be78-d174a635677f-ad20a70ac49c10582816577416629400-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/7024b5b2-d304-4b6a-b796-a469d061f13a-e249349575261f2fb016577416628832-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/0ebf0afa-c375-48af-ba9c-a230cfc6b309-cc7cc925f604f444fe16577416628607-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/ddbf4813-f84b-47bb-9284-9f9f6287cc22-66e6fd687879cd3fd816577416628654-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126441784,XP126441784-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126441784,XP126441784-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126441784,XP126441784-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126441784,XP126441784-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126441784,XP126441784-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126404198,S,N,,,Botafogo - Black (2021/22),Botafogo - Black (2021/22) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/433f4cd2-ba84-4d07-a852-3db66b5dfc88-50d733ada52264156516577279332258-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/2af904af-7a75-403d-892d-c5f1f67f46aa-493a803fdd7cc6c9d916577279333018-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/61dce790-f1b5-4b31-9dae-f4f564910a99-ba9a13a1bf7089169216577279333781-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/4564596e-154d-42cd-9bfd-c0eb304b687b-9e9db04c5472ea4daf16577279332511-640-0.jpeg,,,,,,,,,,,,,,
,variacao,XP126404198,XP126404198-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126404198,XP126404198-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126404198,XP126404198-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126404198,XP126404198-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126404198,XP126404198-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP126404198,XP126404198-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
id,tipo,sku-pai,sku,ativo,usado,ncm,gtin,nome,descricao-completa,url-video-youtube,estoque-gerenciado,estoque-quantidade,estoque-situacao-em-estoque,estoque-situacao-sem-estoque,preco-sob-consulta,preco-custo,preco-cheio,preco-promocional,marca,peso-em-kg,altura-em-cm,largura-em-cm,comprimento-em-cm,categoria-nome-nivel-1,categoria-nome-nivel-2,categoria-nome-nivel-3,categoria-nome-nivel-4,categoria-nome-nivel-5,imagem-1,imagem-2,imagem-3,imagem-4,imagem-5,grade-genero,grade-tamanho-de-anelalianca,grade-tamanho-de-calca,grade-tamanho-de-camisacamiseta,grade-tamanho-de-capacete,grade-tamanho-de-tenis,grade-voltagem,grade-tamanho-juvenil-infantil,grade-produto-com-uma-cor,grade-produto-com-duas-cores,grade-tamanho-infantil,"",url-antiga
,com-variacao,,XP126239973,S,N,,,Liverpool - Away (2022/23),Liverpool - Away (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Premier League,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/0630347f-dc42-48a3-99f4-4961780d4bc4-2a0c78eb11241a17e916613742771437-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d5af50cb-4811-477b-b1a9-276608e1ef13-352696db8cd5133e4f16613742771064-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d6e4e5e1-4e96-4a81-9854-4a044ffc8eee-367f8335778f6e770816613742771026-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/1abc703b-e61f-4e91-a2d3-7dfaf23d7935-6a8055bfa62646ef4416613742770149-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e6a7e3c4-40f0-483c-be2a-3104e6d1ce2e-dca81c6b77f70e623116613742771644-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126239973,XP126239973-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126239973,XP126239973-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126239973,XP126239973-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126239973,XP126239973-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126239973,XP126239973-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP126239973,XP126239973-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP126216501,S,N,,,Corinthians (Com patrocínio) - Away (2022/23),Corinthians (Com patrocínio) - Away (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/15541058-674c-4a0a-9fce-4ff21ad30a1f-19f553d13473cc9ade16575867706932-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/80e2ea98-5d18-44c5-b3a3-87b763662c1f-130dc54fbded2adc5416575867706802-640-0.jpeg,,,,,,,,,,,,,,,,
,variacao,XP126216501,XP126216501-P,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126216501,XP126216501-M,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126216501,XP126216501-G,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126216501,XP126216501-GG,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126216501,XP126216501-XG,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126112294,S,N,,,Corinthians (Com patrocínio) - Home (2022/23),Corinthians (Com patrocínio) - Home (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/20b0401c-a939-4bfa-9192-3c27ca8c8eed1-e8257e6e1e21b8aad616575000112622-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/543c7e82-2568-49c1-8e40-69b3bceeedb91-68867aec0bd83f7e5516575000113254-640-0.jpeg,,,,,,,,,,,,,,,,
,variacao,XP126112294,XP126112294-P,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126112294,XP126112294-M,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126112294,XP126112294-G,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126112294,XP126112294-GG,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126112294,XP126112294-XG,S,N,,,,,,S,0,imediata,30 dias,N,,179.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126078651,S,N,,,Fluminense - Away (2022/23),Fluminense - Away (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/542a2801-6e90-459b-8803-1e21e7321691-0520020ed82982832116574623238563-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/72a71f7e-d925-4fc1-8ec0-284c7ec6dc21-dee2e3503069b08f2216574623238253-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/7a6641e7-6bd9-478a-ba52-33f1e170f504-bde7d8d39ea668d64416574623238176-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/26ca49a2-36bc-4ebc-8cc6-c8e31b7ace5e-d653e58579ababc59c16574623236897-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5d19ad0e-4f0c-464a-a344-eebb193d493c-9d249ef6ed0741ee7f16574623237254-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126078651,XP126078651-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126078651,XP126078651-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126078651,XP126078651-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126078651,XP126078651-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126078651,XP126078651-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP126078651,XP126078651-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP126078561,S,N,,,Atlético Mineiro - Home (2022/23),Atlético Mineiro - Home (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/59643a94-8665-431f-b872-ab1e95c0f482-632e4e7766ac9afd5b16574622245187-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/062f7d8c-084a-4340-8711-7800303bb395-577315a3ea69fb937116574622245478-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9e4b216e-545c-4b27-aa6f-b5af49863c19-ef975f4c1a94e24e4616574622243901-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/bcec6352-1d55-4fe9-af2c-80c1c517b905-1203244572723ca3bc16574622244357-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/abda3bbd-992f-45a4-bf13-26952dda22a8-71ca2f87844bf21d0c16574622245253-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126078561,XP126078561-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126078561,XP126078561-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126078561,XP126078561-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126078561,XP126078561-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP126078561,XP126078561-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP126078524,S,N,,,Gremio - Training Kit (2022/23),Gremio - Training Kit (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e6d449c8-4b63-4012-a671-8da204fabccc-1dd22d5d41100592f516574621556317-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a87f741c-93a3-405a-a1c4-967202c51678-c7cc27f3d907ac418816574621556593-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5e0aa2ac-2b8e-46c6-9e75-ec11e6759260-436270abf435ff9c0516574621555254-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/da2d0d7a-578b-477b-a53d-6191579bc019-2a014931a3868ec36916574621556573-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5d4a451b-78d6-4d79-bd3b-9651f41f3b41-80df7590c6740567e716574621556452-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126078524,XP126078524-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126078524,XP126078524-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126078524,XP126078524-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126078524,XP126078524-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126078524,XP126078524-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP126078524,XP126078524-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP126078485,S,N,,,Ceará - Away (2022/23),Ceará - Away (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Brasileirão,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/af2ac33e-a1c5-47e1-9108-57674167fec8-221853bce833d3728116574620766924-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9c6900e1-5578-4e6b-9f21-b3dfd68acd81-666f0c85acc6e8777c16574620767026-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/8931174d-ef9d-4572-a9e8-097cd97cfd46-4082eac0ddcc19a63b16574620766119-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/3cf2e1f0-c3b4-4765-865f-8e598a0d38a8-e262a9eb4d21c036d016574620767078-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/eece14ee-3451-409b-af3d-5dc311d62f3f-87bd27a512a94acd1516574620767415-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126078485,XP126078485-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126078485,XP126078485-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126078485,XP126078485-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126078485,XP126078485-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126078485,XP126078485-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126018368,S,N,,,Manga Longa - Manchester City Home (2022/23),Manga Longa - Manchester City Home (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Manga Longa,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/87091c32-cc5f-469d-bb1d-6903c1e99a76-bcd7e439a70d54cb0116573770076065-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a7a40b96-fc53-46dd-ab39-74f4ad86b68c-febc74643e41dd3f2816573770075157-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/31c2704c-2416-425a-8913-d0e566e0712f-1aaad3626ccb8b1a8116573770074942-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9ff393b3-ffac-455a-b279-b444266eb5a0-02c56b60d321e5884716573770074902-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a682bf9e-3cbf-44fb-8ab2-1e0c3b65c3ab-3d680f6a9503bb74af16573770076136-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126018368,XP126018368-P,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126018368,XP126018368-M,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126018368,XP126018368-G,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126018368,XP126018368-GG,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126018368,XP126018368-XG,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126018308,S,N,,,Manga Longa - Ajax (2022),Manga Longa - Ajax (2022) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Manga Longa,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/3d73e46c-a1a0-47f6-8c29-0c012b199ca2-30b6023e6f33efdc2916573769410170-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/2d1bd7e4-7d0d-4a03-8dd0-d41ed87b7493-63054c41246fdb60fc16573769410169-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/45fe30d6-8276-4602-9b1f-db3e001a7e97-c7f3c33f76a6e2ca2416573769409285-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/913f16ab-77ee-484c-917a-12b78e8fe0b6-495350c922af14b38916573769410127-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/46acaf91-6943-49ba-a99a-5fc976b938b0-d54601060fcbbd1f1e16573769409985-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126018308,XP126018308-P,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126018308,XP126018308-M,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126018308,XP126018308-G,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126018308,XP126018308-GG,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126018308,XP126018308-XG,S,N,,,,,,S,0,imediata,30 dias,N,,149.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126013231,S,N,,,México Feminino - Home (2022),México Feminino - Home (2022),,,,,,N,,,,,,,,,Camisas Feminina,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/3135b8f2-e826-4dfd-b054-9374e85bb5ca-b3d4845722dd33852f16573733630961-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/377a47a0-e386-4ea0-bb2c-9bf32c74b4b7-807bc7084e40165fc916573733631211-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/ef50bf12-8705-410e-a8fd-6e824ef9cfae-e03728354e2418b35016573733630933-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/f66ec516-b76b-4c7d-bd61-a1213e0c27c4-289648d2585ded90f016573733631069-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/7a0f8619-1fc9-4328-b578-25ffbd169ec4-b8d2b1821b9cf0b14c16573733629937-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126013231,XP126013231-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126013231,XP126013231-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP126013231,XP126013231-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP126013231,XP126013231-GG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP126013231,XP126013231-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP126013038,S,N,,,México Versão Jogador - Home (2022),México Versão Jogador - Home (2022) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/0f9e2de0-7543-4690-a4d0-c19ad98c1067-e493e11da31cecbe4716573732925826-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a818bdbd-fc86-4e7d-ba51-df6cd3187215-63f73f487cf7b9c16216573732925673-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/b3a3253d-92ff-44ca-bac8-c55436ede209-c01c6ef18fb8e19a1e16573732927073-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/0f5652c0-8c9a-44b7-94eb-a4a4f3cdd24e-7882f791278809810a16573732926825-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/eb62e12b-c6b2-4451-b2ae-716d0cf00284-4565e460e143dc290f16573732926872-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP126013038,XP126013038-P,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP126013038,XP126013038-M,S,N,,,,,,S,0,imediata,30 dias,N,,169.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
